StationID,B,Bw,Bh,G,Gw,Gh,S,Sw,Sh
500229052,398,228,170,8280,5617,2663,233,190,43
500229053,322,104,218,8361,5737,2624,228,194,34
500229054,1845,1434,411,6990,4585,2405,76,16,60
500229055,1223,963,260,7544,5008,2536,144,64,80
500229056,1126,979,147,7713,5053,2660,72,3,69
500229057,1665,1535,130,7238,4492,2746,8,8,0
500229058,1360,1106,254,7538,4923,2615,13,6,7
500229059,1918,1280,638,6993,4755,2238,0,0,0
500229060,237,113,124,8522,5881,2641,152,41,111
500229061,651,507,144,8244,5519,2725,16,9,7
500229062,296,134,162,8602,5895,2707,13,6,7
500229063,1341,976,365,7445,4979,2466,125,80,45
500229064,1942,1865,77,6894,4095,2799,75,75,0
500229065,1302,1021,281,7505,4910,2595,104,104,0
500229066,866,646,220,7957,5335,2622,88,54,34
500229067,1954,1409,545,6661,4420,2241,296,206,90
500229068,1353,1078,275,7253,4710,2543,305,247,58
500229071,1062,854,208,7796,5160,2636,53,21,32
500229072,722,403,319,8175,5632,2543,14,0,14
500229073,648,536,112,7885,5162,2723,378,337,41
500229074,1868,1252,616,6732,4567,2165,311,216,95
500229075,1718,1455,263,5930,3776,2154,1263,804,459
500229076,2113,1679,434,6536,4178,2358,262,178,84
500229077,1612,1232,380,7064,4674,2390,235,129,106
500229078,2652,1975,677,5579,3582,1997,680,478,202
500229079,1059,794,265,7727,5116,2611,125,125,0
500229080,1415,1145,270,6953,4586,2367,543,304,239
500229081,389,376,13,8422,5575,2847,100,84,16
500229082,2211,1627,584,6401,4206,2195,299,202,97
500229083,1361,1282,79,7550,4753,2797,0,0,0
500229084,1520,1207,313,7144,4621,2523,247,207,40
500229085,1163,973,190,7724,5038,2686,24,24,0
500229086,2079,1420,659,6549,4382,2167,283,233,50
500229087,1270,947,323,6989,4788,2201,652,300,352
500229088,1518,1361,157,7277,4661,2616,116,13,103
500229089,1388,1230,158,7301,4632,2669,222,173,49
500229090,1726,1525,201,6309,3854,2455,876,656,220
500229091,377,274,103,8531,5758,2773,3,3,0
500229092,965,437,528,7752,5421,2331,194,177,17
500229093,480,354,126,8257,5507,2750,174,174,0
500229094,2386,1755,631,6120,4029,2091,405,251,154
500229095,2644,2115,529,6001,3853,2148,266,67,199
500229096,1480,1090,390,7013,4675,2338,418,270,148
500229097,923,855,68,7910,5113,2797,78,67,11
500229098,547,298,249,8191,5599,2592,173,138,35
500229099,2802,2506,296,5932,3453,2479,177,76,101
500229100,1987,1739,248,6686,4113,2573,238,183,55
500229101,385,200,185,8508,5817,2691,18,18,0
500229102,2288,1822,466,6394,4049,2345,229,164,65
500229103,1569,1297,272,7292,4723,2569,50,15,35
500229104,2286,1436,850,6441,4456,1985,184,143,41
500229110,1721,1294,427,6883,4462,2421,307,279,28
500231001,1017,715,302,7550,5083,2467,344,237,107
500231002,1080,940,140,7793,5061,2732,38,34,4
500231003,2239,1980,259,6397,3791,2606,275,264,11
500231004,270,153,117,8268,5814,2454,373,68,305
500231005,301,64,237,8583,5971,2612,27,0,27
500231006,2669,1802,867,6242,4233,2009,0,0,0
500231007,1505,1117,388,7376,4890,2486,30,28,2
500231008,1308,677,631,7518,5273,2245,85,85,0
500231009,1056,412,644,7413,5322,2091,442,301,141
500231010,215,90,125,8589,5900,2689,107,45,62
500231011,2421,1357,1064,6470,4678,1792,20,0,20
500231012,2748,1677,1071,6141,4344,1797,22,14,8
500231013,1232,807,425,7515,5069,2446,164,159,5
500231014,574,351,223,8133,5555,2578,204,129,75
500231015,1773,1360,413,6707,4411,2296,431,264,167
500231016,2869,2210,659,5876,3736,2140,166,89,77
500231017,1673,883,790,7064,5001,2063,174,151,23
500231018,1055,622,433,7740,5387,2353,116,26,90
500231019,2555,1810,745,6139,4108,2031,217,117,100
500231020,4131,3030,1101,4461,2862,1599,319,143,176
500231021,2139,1284,855,6593,4629,1964,179,122,57
500231022,1770,1232,538,7141,4803,2338,0,0,0
500231023,116,61,55,8669,5933,2736,126,41,85
500231024,1561,1143,418,7322,4892,2430,28,0,28
500231025,814,632,182,7825,5370,2455,272,33,239
500231026,664,497,167,8165,5531,2634,82,7,75
500231027,648,215,433,8260,5817,2443,3,3,0
500231028,419,124,295,8447,5866,2581,45,45,0
500231029,688,427,261,8212,5599,2613,11,9,2
500231030,581,371,210,8175,5585,2590,155,79,76
500231031,1752,927,825,7129,5078,2051,30,30,0
500231032,278,57,221,8623,5975,2648,10,3,7
500231033,0,0,0,8818,5942,2876,93,93,0
500231034,496,68,428,8310,5900,2410,105,67,38
500231035,681,483,198,7699,5274,2425,531,278,253
500231036,697,447,250,8051,5510,2541,163,78,85
500231037,2076,1428,648,6505,4421,2084,330,186,144
500231038,1221,904,317,7557,5116,2441,133,15,118
500231039,1147,544,603,7764,5491,2273,0,0,0
500231040,1764,1001,763,7015,4990,2025,132,44,88
500231041,1473,1119,354,7119,4806,2313,319,110,209
500231042,304,292,12,8593,5738,2855,14,5,9
500231043,1472,1244,228,6757,4385,2372,682,406,276
500231044,2825,2570,255,5894,3412,2482,192,53,139
500231045,998,793,205,7913,5242,2671,0,0,0
500231046,3116,2079,1037,5513,3690,1823,282,266,16
500231047,963,358,605,7935,5664,2271,13,13,0
500231048,521,276,245,8254,5623,2631,136,136,0
500231049,120,0,120,8791,6035,2756,0,0,0
500231050,1064,718,346,7485,5170,2315,362,147,215
500231051,2747,1979,768,6164,4056,2108,0,0,0
500231052,716,350,366,7818,5348,2470,377,337,40
500231053,181,75,106,8323,5702,2621,407,258,149
500231055,289,183,106,8605,5852,2753,17,0,17
500231056,1434,981,453,7128,4845,2283,349,209,140
500231057,506,145,361,8074,5597,2477,331,293,38
500231058,353,185,168,8558,5850,2708,0,0,0
500231059,1450,624,826,7387,5383,2004,74,28,46
500231060,1249,462,787,7295,5233,2062,367,340,27
500231061,259,156,103,8543,5818,2725,109,61,48
500231062,110,0,110,8801,6035,2766,0,0,0
500231063,1831,1339,492,7064,4680,2384,16,16,0
500231064,1426,1101,325,7309,4857,2452,176,77,99
500231065,1564,922,642,7299,5079,2220,48,34,14
500232001,4597,3024,1573,3664,2576,1088,5106,3455,1651
500232002,4460,3024,1436,4451,3011,1440,4456,3020,1436
500233001,1494,1228,266,7150,4648,2502,267,159,108
500233002,1258,1004,254,7530,4921,2609,123,110,13
500233003,1177,755,422,7599,5225,2374,135,55,80
500233004,844,578,266,7962,5380,2582,105,77,28
500233005,1407,987,420,7504,5048,2456,0,0,0
500233006,756,566,190,8098,5466,2632,57,3,54
500233007,1669,1361,308,7187,4668,2519,55,6,49
500233008,613,542,71,8275,5471,2804,23,22,1
500233009,1766,1361,405,7052,4605,2447,93,69,24
500233010,4049,2741,1308,4862,3294,1568,0,0,0
500233011,8911,6035,2876,0,0,0,0,0,0
500233012,986,706,280,7433,4921,2512,492,408,84
500233013,773,459,314,8138,5576,2562,0,0,0
500233014,2977,2009,968,5825,3945,1880,109,81,28
500233015,535,337,198,6845,4276,2569,1531,1422,109
500233016,710,429,281,8186,5591,2595,15,15,0
500233017,1555,1268,287,7323,4747,2576,33,20,13
500233018,1136,932,204,7499,4844,2655,276,259,17
500233019,1228,923,305,7669,5107,2562,14,5,9
500233020,1224,728,496,7687,5307,2380,0,0,0
500233021,1138,724,414,7666,5229,2437,107,82,25
500233022,844,689,155,7972,5279,2693,95,67,28
500233023,1992,1522,470,6815,4480,2335,104,33,71
500233024,1534,1023,511,7187,4879,2308,190,133,57
500233025,665,557,108,8149,5478,2671,97,0,97
500233026,1640,1219,421,7191,4742,2449,80,74,6
500233027,806,657,149,8093,5368,2725,12,10,2
500233028,4760,3487,1273,4125,2526,1599,26,22,4
500233029,4060,3113,947,4579,2750,1829,272,172,100
500233030,1636,1205,431,7073,4656,2417,202,174,28
500233031,3041,2185,856,5825,3811,2014,45,39,6
500233032,3642,2611,1031,5194,3366,1828,75,58,17
500233033,1699,1385,314,7086,4544,2542,126,106,20
500233034,1007,769,238,7726,5207,2519,178,59,119
500233035,1127,912,215,7630,5001,2629,154,122,32
500233036,764,559,205,8079,5429,2650,68,47,21
500233038,2427,1552,875,6409,4469,1940,75,14,61
500233039,1530,1205,325,7277,4775,2502,104,55,49
500233040,2450,1820,630,6352,4151,2201,109,64,45
500233041,2915,2114,801,5895,3820,2075,101,101,0
500233042,2897,2172,725,5927,3818,2109,87,45,42
500233044,2107,1371,736,6751,4611,2140,53,53,0
500233045,2563,1806,757,6128,4070,2058,220,159,61
500234001,1137,933,204,7713,5067,2646,61,35,26
500234002,164,97,67,8747,5938,2809,0,0,0
500234003,1291,1009,282,7620,5026,2594,0,0,0
500234004,605,347,258,8252,5648,2604,54,40,14
500234005,1415,1112,303,7469,4907,2562,27,16,11
500234006,1670,1218,452,7188,4764,2424,53,53,0
500234007,580,390,190,8254,5593,2661,77,52,25
500234008,448,273,175,8463,5762,2701,0,0,0
500234009,964,729,235,7947,5306,2641,0,0,0
500234010,2338,2085,253,6573,3950,2623,0,0,0
500234011,454,454,0,8457,5581,2876,0,0,0
500234012,2046,1654,392,6865,4381,2484,0,0,0
500234013,541,528,13,8337,5476,2861,33,31,2
500234014,304,298,6,8607,5737,2870,0,0,0
500234015,1176,998,178,7720,5036,2684,15,1,14
500234016,1028,996,32,7867,5023,2844,16,16,0
500234017,610,469,141,8291,5556,2735,10,10,0
500234018,25,2,23,8881,6028,2853,5,5,0
500234021,247,247,0,8664,5788,2876,0,0,0
500234022,764,677,87,8147,5358,2789,0,0,0
500234023,218,101,117,8693,5934,2759,0,0,0
500234024,535,236,299,8359,5799,2560,17,0,17
500234025,226,113,113,8685,5922,2763,0,0,0
500234026,303,114,189,8543,5859,2684,65,62,3
500234028,145,77,68,8756,5948,2808,10,10,0
500234029,29,0,29,8882,6035,2847,0,0,0
500234030,662,426,236,8004,5548,2456,245,61,184
500234031,184,140,44,8677,5872,2805,50,23,27
500234032,460,383,77,8364,5584,2780,87,68,19
500234033,537,327,210,8083,5590,2493,291,118,173
500234034,943,613,330,7781,5254,2527,187,168,19
500234035,659,367,292,8234,5668,2566,18,0,18
500234036,441,395,46,8460,5634,2826,10,6,4
500234037,1097,886,211,7787,5149,2638,27,0,27
500234038,580,372,208,8331,5663,2668,0,0,0
500234039,800,595,205,8111,5440,2671,0,0,0
